device_code,Auto filled link for health check ,timezone,MP type
343382-34,"""https://us.dunkindonuts.switchboardcms.com/device/343382-34/screenshot/"",",America/New_York,DD FC
343417-107,"""https://us.dunkindonuts.switchboardcms.com/device/343417-107/screenshot/"",",America/New_York,ODMB
343417-108,"""https://us.dunkindonuts.switchboardcms.com/device/343417-108/screenshot/"",",America/New_York,ODMB
343428-36,"""https://us.dunkindonuts.switchboardcms.com/device/343428-36/screenshot/"",",America/Chicago,BR FC
343428-37,"""https://us.dunkindonuts.switchboardcms.com/device/343428-37/screenshot/"",",America/Chicago,BR FC
343428-38,"""https://us.dunkindonuts.switchboardcms.com/device/343428-38/screenshot/"",",America/Chicago,BR FC
343428-39,"""https://us.dunkindonuts.switchboardcms.com/device/343428-39/screenshot/"",",America/Chicago,BR FC
343464-31,"""https://us.dunkindonuts.switchboardcms.com/device/343464-31/screenshot/"",",America/New_York,DD FC
343464-32,"""https://us.dunkindonuts.switchboardcms.com/device/343464-32/screenshot/"",",America/New_York,DD FC
343464-33,"""https://us.dunkindonuts.switchboardcms.com/device/343464-33/screenshot/"",",America/New_York,DD FC
343464-34,"""https://us.dunkindonuts.switchboardcms.com/device/343464-34/screenshot/"",",America/New_York,DD FC
343481-107,"""https://us.dunkindonuts.switchboardcms.com/device/343481-107/screenshot/"",",America/New_York,ODMB
343481-108,"""https://us.dunkindonuts.switchboardcms.com/device/343481-108/screenshot/"",",America/New_York,ODMB
343481-31,"""https://us.dunkindonuts.switchboardcms.com/device/343481-31/screenshot/"",",America/New_York,DD FC
343481-32,"""https://us.dunkindonuts.switchboardcms.com/device/343481-32/screenshot/"",",America/New_York,DD FC
343481-33,"""https://us.dunkindonuts.switchboardcms.com/device/343481-33/screenshot/"",",America/New_York,DD FC
343481-34,"""https://us.dunkindonuts.switchboardcms.com/device/343481-34/screenshot/"",",America/New_York,DD FC
343497-107,"""https://us.dunkindonuts.switchboardcms.com/device/343497-107/screenshot/"",",America/New_York,ODMB
343497-108,"""https://us.dunkindonuts.switchboardcms.com/device/343497-108/screenshot/"",",America/New_York,ODMB
343501-107,"""https://us.dunkindonuts.switchboardcms.com/device/343501-107/screenshot/"",",America/New_York,ODMB
343501-108,"""https://us.dunkindonuts.switchboardcms.com/device/343501-108/screenshot/"",",America/New_York,ODMB
343502-31,"""https://us.dunkindonuts.switchboardcms.com/device/343502-31/screenshot/"",",America/New_York,DD FC
343502-32,"""https://us.dunkindonuts.switchboardcms.com/device/343502-32/screenshot/"",",America/New_York,DD FC
343502-33,"""https://us.dunkindonuts.switchboardcms.com/device/343502-33/screenshot/"",",America/New_York,DD FC
343502-34,"""https://us.dunkindonuts.switchboardcms.com/device/343502-34/screenshot/"",",America/New_York,DD FC
343523-31,"""https://us.dunkindonuts.switchboardcms.com/device/343523-31/screenshot/"",",America/New_York,DD FC
343523-32,"""https://us.dunkindonuts.switchboardcms.com/device/343523-32/screenshot/"",",America/New_York,DD FC
343523-33,"""https://us.dunkindonuts.switchboardcms.com/device/343523-33/screenshot/"",",America/New_York,DD FC
343523-34,"""https://us.dunkindonuts.switchboardcms.com/device/343523-34/screenshot/"",",America/New_York,DD FC
343524-31,"""https://us.dunkindonuts.switchboardcms.com/device/343524-31/screenshot/"",",America/New_York,DD FC
343524-32,"""https://us.dunkindonuts.switchboardcms.com/device/343524-32/screenshot/"",",America/New_York,DD FC
343524-33,"""https://us.dunkindonuts.switchboardcms.com/device/343524-33/screenshot/"",",America/New_York,DD FC
343524-34,"""https://us.dunkindonuts.switchboardcms.com/device/343524-34/screenshot/"",",America/New_York,DD FC
343546-107,"""https://us.dunkindonuts.switchboardcms.com/device/343546-107/screenshot/"",",America/Chicago,ODMB
343546-108,"""https://us.dunkindonuts.switchboardcms.com/device/343546-108/screenshot/"",",America/Chicago,ODMB
343546-31,"""https://us.dunkindonuts.switchboardcms.com/device/343546-31/screenshot/"",",America/Chicago,DD FC
343546-32,"""https://us.dunkindonuts.switchboardcms.com/device/343546-32/screenshot/"",",America/Chicago,DD FC
343546-33,"""https://us.dunkindonuts.switchboardcms.com/device/343546-33/screenshot/"",",America/Chicago,DD FC
343546-34,"""https://us.dunkindonuts.switchboardcms.com/device/343546-34/screenshot/"",",America/Chicago,DD FC
343568-107,"""https://us.dunkindonuts.switchboardcms.com/device/343568-107/screenshot/"",",America/New_York,ODMB
343568-108,"""https://us.dunkindonuts.switchboardcms.com/device/343568-108/screenshot/"",",America/New_York,ODMB
343576-107,"""https://us.dunkindonuts.switchboardcms.com/device/343576-107/screenshot/"",",America/New_York,ODMB
343576-108,"""https://us.dunkindonuts.switchboardcms.com/device/343576-108/screenshot/"",",America/New_York,ODMB
343591-31,"""https://us.dunkindonuts.switchboardcms.com/device/343591-31/screenshot/"",",America/New_York,DD FC
343591-32,"""https://us.dunkindonuts.switchboardcms.com/device/343591-32/screenshot/"",",America/New_York,DD FC
343591-33,"""https://us.dunkindonuts.switchboardcms.com/device/343591-33/screenshot/"",",America/New_York,DD FC
343591-34,"""https://us.dunkindonuts.switchboardcms.com/device/343591-34/screenshot/"",",America/New_York,DD FC
343593-107,"""https://us.dunkindonuts.switchboardcms.com/device/343593-107/screenshot/"",",America/New_York,ODMB
343593-108,"""https://us.dunkindonuts.switchboardcms.com/device/343593-108/screenshot/"",",America/New_York,ODMB
343618-107,"""https://us.dunkindonuts.switchboardcms.com/device/343618-107/screenshot/"",",America/New_York,ODMB
343618-108,"""https://us.dunkindonuts.switchboardcms.com/device/343618-108/screenshot/"",",America/New_York,ODMB
343618-31,"""https://us.dunkindonuts.switchboardcms.com/device/343618-31/screenshot/"",",America/New_York,DD FC
343618-32,"""https://us.dunkindonuts.switchboardcms.com/device/343618-32/screenshot/"",",America/New_York,DD FC
343618-33,"""https://us.dunkindonuts.switchboardcms.com/device/343618-33/screenshot/"",",America/New_York,DD FC
343618-34,"""https://us.dunkindonuts.switchboardcms.com/device/343618-34/screenshot/"",",America/New_York,DD FC
343638-107,"""https://us.dunkindonuts.switchboardcms.com/device/343638-107/screenshot/"",",America/New_York,ODMB
343638-108,"""https://us.dunkindonuts.switchboardcms.com/device/343638-108/screenshot/"",",America/New_York,ODMB
343659-31,"""https://us.dunkindonuts.switchboardcms.com/device/343659-31/screenshot/"",",America/New_York,DD FC
343659-32,"""https://us.dunkindonuts.switchboardcms.com/device/343659-32/screenshot/"",",America/New_York,DD FC
343659-33,"""https://us.dunkindonuts.switchboardcms.com/device/343659-33/screenshot/"",",America/New_York,DD FC
343659-34,"""https://us.dunkindonuts.switchboardcms.com/device/343659-34/screenshot/"",",America/New_York,DD FC
343662-31,"""https://us.dunkindonuts.switchboardcms.com/device/343662-31/screenshot/"",",America/New_York,DD FC
343662-32,"""https://us.dunkindonuts.switchboardcms.com/device/343662-32/screenshot/"",",America/New_York,DD FC
343662-33,"""https://us.dunkindonuts.switchboardcms.com/device/343662-33/screenshot/"",",America/New_York,DD FC
343662-34,"""https://us.dunkindonuts.switchboardcms.com/device/343662-34/screenshot/"",",America/New_York,DD FC
343665-107,"""https://us.dunkindonuts.switchboardcms.com/device/343665-107/screenshot/"",",America/New_York,ODMB
343665-108,"""https://us.dunkindonuts.switchboardcms.com/device/343665-108/screenshot/"",",America/New_York,ODMB
343672-31,"""https://us.dunkindonuts.switchboardcms.com/device/343672-31/screenshot/"",",America/New_York,DD FC
343672-32,"""https://us.dunkindonuts.switchboardcms.com/device/343672-32/screenshot/"",",America/New_York,DD FC
343672-33,"""https://us.dunkindonuts.switchboardcms.com/device/343672-33/screenshot/"",",America/New_York,DD FC
343672-34,"""https://us.dunkindonuts.switchboardcms.com/device/343672-34/screenshot/"",",America/New_York,DD FC
343675-107,"""https://us.dunkindonuts.switchboardcms.com/device/343675-107/screenshot/"",",America/New_York,ODMB
343675-108,"""https://us.dunkindonuts.switchboardcms.com/device/343675-108/screenshot/"",",America/New_York,ODMB
343683-31,"""https://us.dunkindonuts.switchboardcms.com/device/343683-31/screenshot/"",",America/New_York,DD FC
343683-32,"""https://us.dunkindonuts.switchboardcms.com/device/343683-32/screenshot/"",",America/New_York,DD FC
343683-33,"""https://us.dunkindonuts.switchboardcms.com/device/343683-33/screenshot/"",",America/New_York,DD FC
343683-34,"""https://us.dunkindonuts.switchboardcms.com/device/343683-34/screenshot/"",",America/New_York,DD FC
343686-31,"""https://us.dunkindonuts.switchboardcms.com/device/343686-31/screenshot/"",",America/New_York,DD FC
343686-32,"""https://us.dunkindonuts.switchboardcms.com/device/343686-32/screenshot/"",",America/New_York,DD FC
343686-33,"""https://us.dunkindonuts.switchboardcms.com/device/343686-33/screenshot/"",",America/New_York,DD FC
343691-107,"""https://us.dunkindonuts.switchboardcms.com/device/343691-107/screenshot/"",",America/New_York,ODMB
343691-108,"""https://us.dunkindonuts.switchboardcms.com/device/343691-108/screenshot/"",",America/New_York,ODMB
343714-31,"""https://us.dunkindonuts.switchboardcms.com/device/343714-31/screenshot/"",",America/New_York,DD FC
343714-32,"""https://us.dunkindonuts.switchboardcms.com/device/343714-32/screenshot/"",",America/New_York,DD FC
343714-33,"""https://us.dunkindonuts.switchboardcms.com/device/343714-33/screenshot/"",",America/New_York,DD FC
343714-34,"""https://us.dunkindonuts.switchboardcms.com/device/343714-34/screenshot/"",",America/New_York,DD FC
343726-107,"""https://us.dunkindonuts.switchboardcms.com/device/343726-107/screenshot/"",",America/New_York,ODMB
343726-108,"""https://us.dunkindonuts.switchboardcms.com/device/343726-108/screenshot/"",",America/New_York,ODMB
343729-31,"""https://us.dunkindonuts.switchboardcms.com/device/343729-31/screenshot/"",",America/New_York,DD FC
343729-32,"""https://us.dunkindonuts.switchboardcms.com/device/343729-32/screenshot/"",",America/New_York,DD FC
343729-33,"""https://us.dunkindonuts.switchboardcms.com/device/343729-33/screenshot/"",",America/New_York,DD FC
343729-34,"""https://us.dunkindonuts.switchboardcms.com/device/343729-34/screenshot/"",",America/New_York,DD FC
343733-107,"""https://us.dunkindonuts.switchboardcms.com/device/343733-107/screenshot/"",",America/New_York,ODMB
343733-108,"""https://us.dunkindonuts.switchboardcms.com/device/343733-108/screenshot/"",",America/New_York,ODMB
343735-31,"""https://us.dunkindonuts.switchboardcms.com/device/343735-31/screenshot/"",",America/New_York,DD FC
343735-32,"""https://us.dunkindonuts.switchboardcms.com/device/343735-32/screenshot/"",",America/New_York,DD FC
343735-33,"""https://us.dunkindonuts.switchboardcms.com/device/343735-33/screenshot/"",",America/New_York,DD FC
343735-34,"""https://us.dunkindonuts.switchboardcms.com/device/343735-34/screenshot/"",",America/New_York,DD FC
343739-107,"""https://us.dunkindonuts.switchboardcms.com/device/343739-107/screenshot/"",",America/New_York,ODMB
343739-108,"""https://us.dunkindonuts.switchboardcms.com/device/343739-108/screenshot/"",",America/New_York,ODMB
343755-31,"""https://us.dunkindonuts.switchboardcms.com/device/343755-31/screenshot/"",",America/New_York,DD FC
343755-32,"""https://us.dunkindonuts.switchboardcms.com/device/343755-32/screenshot/"",",America/New_York,DD FC
343755-33,"""https://us.dunkindonuts.switchboardcms.com/device/343755-33/screenshot/"",",America/New_York,DD FC
343755-34,"""https://us.dunkindonuts.switchboardcms.com/device/343755-34/screenshot/"",",America/New_York,DD FC
343769-31,"""https://us.dunkindonuts.switchboardcms.com/device/343769-31/screenshot/"",",America/New_York,DD FC
343769-32,"""https://us.dunkindonuts.switchboardcms.com/device/343769-32/screenshot/"",",America/New_York,DD FC
343769-33,"""https://us.dunkindonuts.switchboardcms.com/device/343769-33/screenshot/"",",America/New_York,DD FC
343769-34,"""https://us.dunkindonuts.switchboardcms.com/device/343769-34/screenshot/"",",America/New_York,DD FC
343779-107,"""https://us.dunkindonuts.switchboardcms.com/device/343779-107/screenshot/"",",America/New_York,ODMB
343779-108,"""https://us.dunkindonuts.switchboardcms.com/device/343779-108/screenshot/"",",America/New_York,ODMB
343781-107,"""https://us.dunkindonuts.switchboardcms.com/device/343781-107/screenshot/"",",America/New_York,ODMB
343781-108,"""https://us.dunkindonuts.switchboardcms.com/device/343781-108/screenshot/"",",America/New_York,ODMB
343789-107,"""https://us.dunkindonuts.switchboardcms.com/device/343789-107/screenshot/"",",America/New_York,ODMB
343789-108,"""https://us.dunkindonuts.switchboardcms.com/device/343789-108/screenshot/"",",America/New_York,ODMB
343817-31,"""https://us.dunkindonuts.switchboardcms.com/device/343817-31/screenshot/"",",America/New_York,DD FC
343817-32,"""https://us.dunkindonuts.switchboardcms.com/device/343817-32/screenshot/"",",America/New_York,DD FC
343817-33,"""https://us.dunkindonuts.switchboardcms.com/device/343817-33/screenshot/"",",America/New_York,DD FC
343817-34,"""https://us.dunkindonuts.switchboardcms.com/device/343817-34/screenshot/"",",America/New_York,DD FC
343823-31,"""https://us.dunkindonuts.switchboardcms.com/device/343823-31/screenshot/"",",America/New_York,DD FC
343823-32,"""https://us.dunkindonuts.switchboardcms.com/device/343823-32/screenshot/"",",America/New_York,DD FC
343823-33,"""https://us.dunkindonuts.switchboardcms.com/device/343823-33/screenshot/"",",America/New_York,DD FC
343823-34,"""https://us.dunkindonuts.switchboardcms.com/device/343823-34/screenshot/"",",America/New_York,DD FC
343826-107,"""https://us.dunkindonuts.switchboardcms.com/device/343826-107/screenshot/"",",America/Chicago,ODMB
343826-108,"""https://us.dunkindonuts.switchboardcms.com/device/343826-108/screenshot/"",",America/Chicago,ODMB
343848-31,"""https://us.dunkindonuts.switchboardcms.com/device/343848-31/screenshot/"",",America/New_York,DD FC
343848-32,"""https://us.dunkindonuts.switchboardcms.com/device/343848-32/screenshot/"",",America/New_York,DD FC
343848-33,"""https://us.dunkindonuts.switchboardcms.com/device/343848-33/screenshot/"",",America/New_York,DD FC
343848-34,"""https://us.dunkindonuts.switchboardcms.com/device/343848-34/screenshot/"",",America/New_York,DD FC
343857-31,"""https://us.dunkindonuts.switchboardcms.com/device/343857-31/screenshot/"",",America/New_York,DD FC
343857-32,"""https://us.dunkindonuts.switchboardcms.com/device/343857-32/screenshot/"",",America/New_York,DD FC
343857-33,"""https://us.dunkindonuts.switchboardcms.com/device/343857-33/screenshot/"",",America/New_York,DD FC
343857-34,"""https://us.dunkindonuts.switchboardcms.com/device/343857-34/screenshot/"",",America/New_York,DD FC
343864-31,"""https://us.dunkindonuts.switchboardcms.com/device/343864-31/screenshot/"",",America/Chicago,DD FC
343864-32,"""https://us.dunkindonuts.switchboardcms.com/device/343864-32/screenshot/"",",America/Chicago,DD FC
343864-33,"""https://us.dunkindonuts.switchboardcms.com/device/343864-33/screenshot/"",",America/Chicago,DD FC
343864-34,"""https://us.dunkindonuts.switchboardcms.com/device/343864-34/screenshot/"",",America/Chicago,DD FC
343877-107,"""https://us.dunkindonuts.switchboardcms.com/device/343877-107/screenshot/"",",America/New_York,ODMB
343877-108,"""https://us.dunkindonuts.switchboardcms.com/device/343877-108/screenshot/"",",America/New_York,ODMB
343879-107,"""https://us.dunkindonuts.switchboardcms.com/device/343879-107/screenshot/"",",America/New_York,ODMB
343879-108,"""https://us.dunkindonuts.switchboardcms.com/device/343879-108/screenshot/"",",America/New_York,ODMB
343879-31,"""https://us.dunkindonuts.switchboardcms.com/device/343879-31/screenshot/"",",America/New_York,DD FC
343879-32,"""https://us.dunkindonuts.switchboardcms.com/device/343879-32/screenshot/"",",America/New_York,DD FC
343879-33,"""https://us.dunkindonuts.switchboardcms.com/device/343879-33/screenshot/"",",America/New_York,DD FC
343879-34,"""https://us.dunkindonuts.switchboardcms.com/device/343879-34/screenshot/"",",America/New_York,DD FC
343880-107,"""https://us.dunkindonuts.switchboardcms.com/device/343880-107/screenshot/"",",America/New_York,ODMB
343880-108,"""https://us.dunkindonuts.switchboardcms.com/device/343880-108/screenshot/"",",America/New_York,ODMB
343889-31,"""https://us.dunkindonuts.switchboardcms.com/device/343889-31/screenshot/"",",America/New_York,DD FC
343889-32,"""https://us.dunkindonuts.switchboardcms.com/device/343889-32/screenshot/"",",America/New_York,DD FC
343889-33,"""https://us.dunkindonuts.switchboardcms.com/device/343889-33/screenshot/"",",America/New_York,DD FC
343889-34,"""https://us.dunkindonuts.switchboardcms.com/device/343889-34/screenshot/"",",America/New_York,DD FC
343898-31,"""https://us.dunkindonuts.switchboardcms.com/device/343898-31/screenshot/"",",America/New_York,DD FC
343898-32,"""https://us.dunkindonuts.switchboardcms.com/device/343898-32/screenshot/"",",America/New_York,DD FC
343898-33,"""https://us.dunkindonuts.switchboardcms.com/device/343898-33/screenshot/"",",America/New_York,DD FC
343898-34,"""https://us.dunkindonuts.switchboardcms.com/device/343898-34/screenshot/"",",America/New_York,DD FC
343905-31,"""https://us.dunkindonuts.switchboardcms.com/device/343905-31/screenshot/"",",America/New_York,DD FC
343905-32,"""https://us.dunkindonuts.switchboardcms.com/device/343905-32/screenshot/"",",America/New_York,DD FC
343905-33,"""https://us.dunkindonuts.switchboardcms.com/device/343905-33/screenshot/"",",America/New_York,DD FC
343905-34,"""https://us.dunkindonuts.switchboardcms.com/device/343905-34/screenshot/"",",America/New_York,DD FC
343910-31,"""https://us.dunkindonuts.switchboardcms.com/device/343910-31/screenshot/"",",America/New_York,DD FC
343910-32,"""https://us.dunkindonuts.switchboardcms.com/device/343910-32/screenshot/"",",America/New_York,DD FC
343910-33,"""https://us.dunkindonuts.switchboardcms.com/device/343910-33/screenshot/"",",America/New_York,DD FC
343910-34,"""https://us.dunkindonuts.switchboardcms.com/device/343910-34/screenshot/"",",America/New_York,DD FC
343931-31,"""https://us.dunkindonuts.switchboardcms.com/device/343931-31/screenshot/"",",America/New_York,DD FC
343931-32,"""https://us.dunkindonuts.switchboardcms.com/device/343931-32/screenshot/"",",America/New_York,DD FC
343931-33,"""https://us.dunkindonuts.switchboardcms.com/device/343931-33/screenshot/"",",America/New_York,DD FC
343931-34,"""https://us.dunkindonuts.switchboardcms.com/device/343931-34/screenshot/"",",America/New_York,DD FC
343939-107,"""https://us.dunkindonuts.switchboardcms.com/device/343939-107/screenshot/"",",America/New_York,ODMB
343939-108,"""https://us.dunkindonuts.switchboardcms.com/device/343939-108/screenshot/"",",America/New_York,ODMB
343939-31,"""https://us.dunkindonuts.switchboardcms.com/device/343939-31/screenshot/"",",America/New_York,DD FC
343939-32,"""https://us.dunkindonuts.switchboardcms.com/device/343939-32/screenshot/"",",America/New_York,DD FC
343939-33,"""https://us.dunkindonuts.switchboardcms.com/device/343939-33/screenshot/"",",America/New_York,DD FC
343939-34,"""https://us.dunkindonuts.switchboardcms.com/device/343939-34/screenshot/"",",America/New_York,DD FC
343948-31,"""https://us.dunkindonuts.switchboardcms.com/device/343948-31/screenshot/"",",America/New_York,DD FC
343948-32,"""https://us.dunkindonuts.switchboardcms.com/device/343948-32/screenshot/"",",America/New_York,DD FC
343948-33,"""https://us.dunkindonuts.switchboardcms.com/device/343948-33/screenshot/"",",America/New_York,DD FC
343948-34,"""https://us.dunkindonuts.switchboardcms.com/device/343948-34/screenshot/"",",America/New_York,DD FC
343949-31,"""https://us.dunkindonuts.switchboardcms.com/device/343949-31/screenshot/"",",America/New_York,DD FC
343949-32,"""https://us.dunkindonuts.switchboardcms.com/device/343949-32/screenshot/"",",America/New_York,DD FC
343949-33,"""https://us.dunkindonuts.switchboardcms.com/device/343949-33/screenshot/"",",America/New_York,DD FC
343949-34,"""https://us.dunkindonuts.switchboardcms.com/device/343949-34/screenshot/"",",America/New_York,DD FC
343953-31,"""https://us.dunkindonuts.switchboardcms.com/device/343953-31/screenshot/"",",America/New_York,DD FC
343953-32,"""https://us.dunkindonuts.switchboardcms.com/device/343953-32/screenshot/"",",America/New_York,DD FC
343953-33,"""https://us.dunkindonuts.switchboardcms.com/device/343953-33/screenshot/"",",America/New_York,DD FC
343953-34,"""https://us.dunkindonuts.switchboardcms.com/device/343953-34/screenshot/"",",America/New_York,DD FC
343975-107,"""https://us.dunkindonuts.switchboardcms.com/device/343975-107/screenshot/"",",America/New_York,ODMB
343975-108,"""https://us.dunkindonuts.switchboardcms.com/device/343975-108/screenshot/"",",America/New_York,ODMB
343975-30,"""https://us.dunkindonuts.switchboardcms.com/device/343975-30/screenshot/"",",America/New_York,OSB
343975-31,"""https://us.dunkindonuts.switchboardcms.com/device/343975-31/screenshot/"",",America/New_York,DD FC
343975-32,"""https://us.dunkindonuts.switchboardcms.com/device/343975-32/screenshot/"",",America/New_York,DD FC
343975-33,"""https://us.dunkindonuts.switchboardcms.com/device/343975-33/screenshot/"",",America/New_York,DD FC
343975-34,"""https://us.dunkindonuts.switchboardcms.com/device/343975-34/screenshot/"",",America/New_York,DD FC
343978-31,"""https://us.dunkindonuts.switchboardcms.com/device/343978-31/screenshot/"",",America/New_York,DD FC
343978-32,"""https://us.dunkindonuts.switchboardcms.com/device/343978-32/screenshot/"",",America/New_York,DD FC
343978-33,"""https://us.dunkindonuts.switchboardcms.com/device/343978-33/screenshot/"",",America/New_York,DD FC
343978-34,"""https://us.dunkindonuts.switchboardcms.com/device/343978-34/screenshot/"",",America/New_York,DD FC
344007-31,"""https://us.dunkindonuts.switchboardcms.com/device/344007-31/screenshot/"",",America/New_York,DD FC
344007-32,"""https://us.dunkindonuts.switchboardcms.com/device/344007-32/screenshot/"",",America/New_York,DD FC
344007-33,"""https://us.dunkindonuts.switchboardcms.com/device/344007-33/screenshot/"",",America/New_York,DD FC
344007-34,"""https://us.dunkindonuts.switchboardcms.com/device/344007-34/screenshot/"",",America/New_York,DD FC
344039-31,"""https://us.dunkindonuts.switchboardcms.com/device/344039-31/screenshot/"",",America/New_York,DD FC
344039-32,"""https://us.dunkindonuts.switchboardcms.com/device/344039-32/screenshot/"",",America/New_York,DD FC
344039-33,"""https://us.dunkindonuts.switchboardcms.com/device/344039-33/screenshot/"",",America/New_York,DD FC
344039-34,"""https://us.dunkindonuts.switchboardcms.com/device/344039-34/screenshot/"",",America/New_York,DD FC
344042-31,"""https://us.dunkindonuts.switchboardcms.com/device/344042-31/screenshot/"",",America/New_York,DD FC
344042-32,"""https://us.dunkindonuts.switchboardcms.com/device/344042-32/screenshot/"",",America/New_York,DD FC
344042-33,"""https://us.dunkindonuts.switchboardcms.com/device/344042-33/screenshot/"",",America/New_York,DD FC
344042-34,"""https://us.dunkindonuts.switchboardcms.com/device/344042-34/screenshot/"",",America/New_York,DD FC
344077-107,"""https://us.dunkindonuts.switchboardcms.com/device/344077-107/screenshot/"",",America/New_York,ODMB
344077-108,"""https://us.dunkindonuts.switchboardcms.com/device/344077-108/screenshot/"",",America/New_York,ODMB
344081-107,"""https://us.dunkindonuts.switchboardcms.com/device/344081-107/screenshot/"",",America/New_York,ODMB
344081-108,"""https://us.dunkindonuts.switchboardcms.com/device/344081-108/screenshot/"",",America/New_York,ODMB
344085-31,"""https://us.dunkindonuts.switchboardcms.com/device/344085-31/screenshot/"",",America/New_York,DD FC
344085-32,"""https://us.dunkindonuts.switchboardcms.com/device/344085-32/screenshot/"",",America/New_York,DD FC
344085-33,"""https://us.dunkindonuts.switchboardcms.com/device/344085-33/screenshot/"",",America/New_York,DD FC
344085-34,"""https://us.dunkindonuts.switchboardcms.com/device/344085-34/screenshot/"",",America/New_York,DD FC
344090-31,"""https://us.dunkindonuts.switchboardcms.com/device/344090-31/screenshot/"",",America/New_York,DD FC
344090-32,"""https://us.dunkindonuts.switchboardcms.com/device/344090-32/screenshot/"",",America/New_York,DD FC
344090-33,"""https://us.dunkindonuts.switchboardcms.com/device/344090-33/screenshot/"",",America/New_York,DD FC
344090-34,"""https://us.dunkindonuts.switchboardcms.com/device/344090-34/screenshot/"",",America/New_York,DD FC
344162-31,"""https://us.dunkindonuts.switchboardcms.com/device/344162-31/screenshot/"",",America/New_York,DD FC
344162-32,"""https://us.dunkindonuts.switchboardcms.com/device/344162-32/screenshot/"",",America/New_York,DD FC
344162-33,"""https://us.dunkindonuts.switchboardcms.com/device/344162-33/screenshot/"",",America/New_York,DD FC
344162-34,"""https://us.dunkindonuts.switchboardcms.com/device/344162-34/screenshot/"",",America/New_York,DD FC
344171-31,"""https://us.dunkindonuts.switchboardcms.com/device/344171-31/screenshot/"",",America/New_York,DD FC
344171-32,"""https://us.dunkindonuts.switchboardcms.com/device/344171-32/screenshot/"",",America/New_York,DD FC
344171-33,"""https://us.dunkindonuts.switchboardcms.com/device/344171-33/screenshot/"",",America/New_York,DD FC
344171-34,"""https://us.dunkindonuts.switchboardcms.com/device/344171-34/screenshot/"",",America/New_York,DD FC
344173-107,"""https://us.dunkindonuts.switchboardcms.com/device/344173-107/screenshot/"",",America/New_York,ODMB
344173-108,"""https://us.dunkindonuts.switchboardcms.com/device/344173-108/screenshot/"",",America/New_York,ODMB
344194-31,"""https://us.dunkindonuts.switchboardcms.com/device/344194-31/screenshot/"",",America/New_York,DD FC
344194-32,"""https://us.dunkindonuts.switchboardcms.com/device/344194-32/screenshot/"",",America/New_York,DD FC
344194-33,"""https://us.dunkindonuts.switchboardcms.com/device/344194-33/screenshot/"",",America/New_York,DD FC
344194-34,"""https://us.dunkindonuts.switchboardcms.com/device/344194-34/screenshot/"",",America/New_York,DD FC
344198-31,"""https://us.dunkindonuts.switchboardcms.com/device/344198-31/screenshot/"",",America/New_York,DD FC
344198-32,"""https://us.dunkindonuts.switchboardcms.com/device/344198-32/screenshot/"",",America/New_York,DD FC
344198-33,"""https://us.dunkindonuts.switchboardcms.com/device/344198-33/screenshot/"",",America/New_York,DD FC
344198-34,"""https://us.dunkindonuts.switchboardcms.com/device/344198-34/screenshot/"",",America/New_York,DD FC
344211-31,"""https://us.dunkindonuts.switchboardcms.com/device/344211-31/screenshot/"",",America/Chicago,DD FC
344211-32,"""https://us.dunkindonuts.switchboardcms.com/device/344211-32/screenshot/"",",America/Chicago,DD FC
344211-33,"""https://us.dunkindonuts.switchboardcms.com/device/344211-33/screenshot/"",",America/Chicago,DD FC
344211-34,"""https://us.dunkindonuts.switchboardcms.com/device/344211-34/screenshot/"",",America/Chicago,DD FC
344264-36,"""https://us.dunkindonuts.switchboardcms.com/device/344264-36/screenshot/"",",America/Chicago,BR FC
344264-37,"""https://us.dunkindonuts.switchboardcms.com/device/344264-37/screenshot/"",",America/Chicago,BR FC
344264-38,"""https://us.dunkindonuts.switchboardcms.com/device/344264-38/screenshot/"",",America/Chicago,BR FC
344264-39,"""https://us.dunkindonuts.switchboardcms.com/device/344264-39/screenshot/"",",America/Chicago,BR FC
344273-107,"""https://us.dunkindonuts.switchboardcms.com/device/344273-107/screenshot/"",",America/New_York,ODMB
344273-108,"""https://us.dunkindonuts.switchboardcms.com/device/344273-108/screenshot/"",",America/New_York,ODMB
344289-107,"""https://us.dunkindonuts.switchboardcms.com/device/344289-107/screenshot/"",",America/New_York,ODMB
344289-108,"""https://us.dunkindonuts.switchboardcms.com/device/344289-108/screenshot/"",",America/New_York,ODMB
344291-31,"""https://us.dunkindonuts.switchboardcms.com/device/344291-31/screenshot/"",",America/New_York,DD FC
344291-32,"""https://us.dunkindonuts.switchboardcms.com/device/344291-32/screenshot/"",",America/New_York,DD FC
344291-33,"""https://us.dunkindonuts.switchboardcms.com/device/344291-33/screenshot/"",",America/New_York,DD FC
344291-34,"""https://us.dunkindonuts.switchboardcms.com/device/344291-34/screenshot/"",",America/New_York,DD FC
344303-107,"""https://us.dunkindonuts.switchboardcms.com/device/344303-107/screenshot/"",",America/Chicago,ODMB
344303-108,"""https://us.dunkindonuts.switchboardcms.com/device/344303-108/screenshot/"",",America/Chicago,ODMB
344303-31,"""https://us.dunkindonuts.switchboardcms.com/device/344303-31/screenshot/"",",America/Chicago,DD FC
344303-32,"""https://us.dunkindonuts.switchboardcms.com/device/344303-32/screenshot/"",",America/Chicago,DD FC
344303-33,"""https://us.dunkindonuts.switchboardcms.com/device/344303-33/screenshot/"",",America/Chicago,DD FC
