device_code,Auto filled link for health check ,timezone,MP type
338717-31,"""https://us.dunkindonuts.switchboardcms.com/device/338717-31/screenshot/"",",America/New_York,DD FC
338717-33,"""https://us.dunkindonuts.switchboardcms.com/device/338717-33/screenshot/"",",America/New_York,DD FC
338717-34,"""https://us.dunkindonuts.switchboardcms.com/device/338717-34/screenshot/"",",America/New_York,DD FC
338723-107,"""https://us.dunkindonuts.switchboardcms.com/device/338723-107/screenshot/"",",America/New_York,ODMB
338723-108,"""https://us.dunkindonuts.switchboardcms.com/device/338723-108/screenshot/"",",America/New_York,ODMB
338724-31,"""https://us.dunkindonuts.switchboardcms.com/device/338724-31/screenshot/"",",America/New_York,DD FC
338724-32,"""https://us.dunkindonuts.switchboardcms.com/device/338724-32/screenshot/"",",America/New_York,DD FC
338724-33,"""https://us.dunkindonuts.switchboardcms.com/device/338724-33/screenshot/"",",America/New_York,DD FC
338724-34,"""https://us.dunkindonuts.switchboardcms.com/device/338724-34/screenshot/"",",America/New_York,DD FC
338728-31,"""https://us.dunkindonuts.switchboardcms.com/device/338728-31/screenshot/"",",America/New_York,DD FC
338728-32,"""https://us.dunkindonuts.switchboardcms.com/device/338728-32/screenshot/"",",America/New_York,DD FC
338728-33,"""https://us.dunkindonuts.switchboardcms.com/device/338728-33/screenshot/"",",America/New_York,DD FC
338728-34,"""https://us.dunkindonuts.switchboardcms.com/device/338728-34/screenshot/"",",America/New_York,DD FC
338730-31,"""https://us.dunkindonuts.switchboardcms.com/device/338730-31/screenshot/"",",America/New_York,DD FC
338730-32,"""https://us.dunkindonuts.switchboardcms.com/device/338730-32/screenshot/"",",America/New_York,DD FC
338730-33,"""https://us.dunkindonuts.switchboardcms.com/device/338730-33/screenshot/"",",America/New_York,DD FC
338730-34,"""https://us.dunkindonuts.switchboardcms.com/device/338730-34/screenshot/"",",America/New_York,DD FC
338740-107,"""https://us.dunkindonuts.switchboardcms.com/device/338740-107/screenshot/"",",America/Chicago,ODMB
338740-108,"""https://us.dunkindonuts.switchboardcms.com/device/338740-108/screenshot/"",",America/Chicago,ODMB
338748-107,"""https://us.dunkindonuts.switchboardcms.com/device/338748-107/screenshot/"",",America/New_York,ODMB
338748-108,"""https://us.dunkindonuts.switchboardcms.com/device/338748-108/screenshot/"",",America/New_York,ODMB
338792-107,"""https://us.dunkindonuts.switchboardcms.com/device/338792-107/screenshot/"",",America/New_York,ODMB
338792-108,"""https://us.dunkindonuts.switchboardcms.com/device/338792-108/screenshot/"",",America/New_York,ODMB
338793-31,"""https://us.dunkindonuts.switchboardcms.com/device/338793-31/screenshot/"",",America/New_York,DD FC
338793-32,"""https://us.dunkindonuts.switchboardcms.com/device/338793-32/screenshot/"",",America/New_York,DD FC
338793-33,"""https://us.dunkindonuts.switchboardcms.com/device/338793-33/screenshot/"",",America/New_York,DD FC
338793-34,"""https://us.dunkindonuts.switchboardcms.com/device/338793-34/screenshot/"",",America/New_York,DD FC
338796-31,"""https://us.dunkindonuts.switchboardcms.com/device/338796-31/screenshot/"",",America/New_York,DD FC
338796-32,"""https://us.dunkindonuts.switchboardcms.com/device/338796-32/screenshot/"",",America/New_York,DD FC
338796-33,"""https://us.dunkindonuts.switchboardcms.com/device/338796-33/screenshot/"",",America/New_York,DD FC
338796-34,"""https://us.dunkindonuts.switchboardcms.com/device/338796-34/screenshot/"",",America/New_York,DD FC
338797-107,"""https://us.dunkindonuts.switchboardcms.com/device/338797-107/screenshot/"",",America/New_York,ODMB
338797-108,"""https://us.dunkindonuts.switchboardcms.com/device/338797-108/screenshot/"",",America/New_York,ODMB
338797-30,"""https://us.dunkindonuts.switchboardcms.com/device/338797-30/screenshot/"",",America/New_York,OSB
338797-31,"""https://us.dunkindonuts.switchboardcms.com/device/338797-31/screenshot/"",",America/New_York,DD FC
338797-32,"""https://us.dunkindonuts.switchboardcms.com/device/338797-32/screenshot/"",",America/New_York,DD FC
338797-33,"""https://us.dunkindonuts.switchboardcms.com/device/338797-33/screenshot/"",",America/New_York,DD FC
338797-34,"""https://us.dunkindonuts.switchboardcms.com/device/338797-34/screenshot/"",",America/New_York,DD FC
338811-31,"""https://us.dunkindonuts.switchboardcms.com/device/338811-31/screenshot/"",",America/New_York,DD FC
338811-32,"""https://us.dunkindonuts.switchboardcms.com/device/338811-32/screenshot/"",",America/New_York,DD FC
338811-33,"""https://us.dunkindonuts.switchboardcms.com/device/338811-33/screenshot/"",",America/New_York,DD FC
338811-34,"""https://us.dunkindonuts.switchboardcms.com/device/338811-34/screenshot/"",",America/New_York,DD FC
338828-107,"""https://us.dunkindonuts.switchboardcms.com/device/338828-107/screenshot/"",",America/New_York,ODMB
338828-108,"""https://us.dunkindonuts.switchboardcms.com/device/338828-108/screenshot/"",",America/New_York,ODMB
338829-31,"""https://us.dunkindonuts.switchboardcms.com/device/338829-31/screenshot/"",",America/New_York,DD FC
338829-32,"""https://us.dunkindonuts.switchboardcms.com/device/338829-32/screenshot/"",",America/New_York,DD FC
338829-33,"""https://us.dunkindonuts.switchboardcms.com/device/338829-33/screenshot/"",",America/New_York,DD FC
338829-34,"""https://us.dunkindonuts.switchboardcms.com/device/338829-34/screenshot/"",",America/New_York,DD FC
338868-31,"""https://us.dunkindonuts.switchboardcms.com/device/338868-31/screenshot/"",",America/New_York,DD FC
338868-32,"""https://us.dunkindonuts.switchboardcms.com/device/338868-32/screenshot/"",",America/New_York,DD FC
338868-33,"""https://us.dunkindonuts.switchboardcms.com/device/338868-33/screenshot/"",",America/New_York,DD FC
338868-34,"""https://us.dunkindonuts.switchboardcms.com/device/338868-34/screenshot/"",",America/New_York,DD FC
338870-30,"""https://us.dunkindonuts.switchboardcms.com/device/338870-30/screenshot/"",",America/New_York,OSB
338870-31,"""https://us.dunkindonuts.switchboardcms.com/device/338870-31/screenshot/"",",America/New_York,DD FC
338870-32,"""https://us.dunkindonuts.switchboardcms.com/device/338870-32/screenshot/"",",America/New_York,DD FC
338870-33,"""https://us.dunkindonuts.switchboardcms.com/device/338870-33/screenshot/"",",America/New_York,DD FC
338870-34,"""https://us.dunkindonuts.switchboardcms.com/device/338870-34/screenshot/"",",America/New_York,DD FC
338873-31,"""https://us.dunkindonuts.switchboardcms.com/device/338873-31/screenshot/"",",America/New_York,DD FC
338873-32,"""https://us.dunkindonuts.switchboardcms.com/device/338873-32/screenshot/"",",America/New_York,DD FC
338873-33,"""https://us.dunkindonuts.switchboardcms.com/device/338873-33/screenshot/"",",America/New_York,DD FC
338873-34,"""https://us.dunkindonuts.switchboardcms.com/device/338873-34/screenshot/"",",America/New_York,DD FC
338886-107,"""https://us.dunkindonuts.switchboardcms.com/device/338886-107/screenshot/"",",America/New_York,ODMB
338886-108,"""https://us.dunkindonuts.switchboardcms.com/device/338886-108/screenshot/"",",America/New_York,ODMB
338922-107,"""https://us.dunkindonuts.switchboardcms.com/device/338922-107/screenshot/"",",America/New_York,ODMB
338922-108,"""https://us.dunkindonuts.switchboardcms.com/device/338922-108/screenshot/"",",America/New_York,ODMB
338925-107,"""https://us.dunkindonuts.switchboardcms.com/device/338925-107/screenshot/"",",America/New_York,ODMB
338925-108,"""https://us.dunkindonuts.switchboardcms.com/device/338925-108/screenshot/"",",America/New_York,ODMB
338925-31,"""https://us.dunkindonuts.switchboardcms.com/device/338925-31/screenshot/"",",America/New_York,DD FC
338925-32,"""https://us.dunkindonuts.switchboardcms.com/device/338925-32/screenshot/"",",America/New_York,DD FC
338925-33,"""https://us.dunkindonuts.switchboardcms.com/device/338925-33/screenshot/"",",America/New_York,DD FC
338925-34,"""https://us.dunkindonuts.switchboardcms.com/device/338925-34/screenshot/"",",America/New_York,DD FC
338935-31,"""https://us.dunkindonuts.switchboardcms.com/device/338935-31/screenshot/"",",America/New_York,DD FC
338935-32,"""https://us.dunkindonuts.switchboardcms.com/device/338935-32/screenshot/"",",America/New_York,DD FC
338935-33,"""https://us.dunkindonuts.switchboardcms.com/device/338935-33/screenshot/"",",America/New_York,DD FC
338935-34,"""https://us.dunkindonuts.switchboardcms.com/device/338935-34/screenshot/"",",America/New_York,DD FC
338940-31,"""https://us.dunkindonuts.switchboardcms.com/device/338940-31/screenshot/"",",America/New_York,DD FC
338940-32,"""https://us.dunkindonuts.switchboardcms.com/device/338940-32/screenshot/"",",America/New_York,DD FC
338940-33,"""https://us.dunkindonuts.switchboardcms.com/device/338940-33/screenshot/"",",America/New_York,DD FC
338940-34,"""https://us.dunkindonuts.switchboardcms.com/device/338940-34/screenshot/"",",America/New_York,DD FC
338941-31,"""https://us.dunkindonuts.switchboardcms.com/device/338941-31/screenshot/"",",America/New_York,DD FC
338941-32,"""https://us.dunkindonuts.switchboardcms.com/device/338941-32/screenshot/"",",America/New_York,DD FC
338941-33,"""https://us.dunkindonuts.switchboardcms.com/device/338941-33/screenshot/"",",America/New_York,DD FC
338941-34,"""https://us.dunkindonuts.switchboardcms.com/device/338941-34/screenshot/"",",America/New_York,DD FC
338942-107,"""https://us.dunkindonuts.switchboardcms.com/device/338942-107/screenshot/"",",America/New_York,ODMB
338942-108,"""https://us.dunkindonuts.switchboardcms.com/device/338942-108/screenshot/"",",America/New_York,ODMB
338949-107,"""https://us.dunkindonuts.switchboardcms.com/device/338949-107/screenshot/"",",America/New_York,ODMB
338949-108,"""https://us.dunkindonuts.switchboardcms.com/device/338949-108/screenshot/"",",America/New_York,ODMB
338967-31,"""https://us.dunkindonuts.switchboardcms.com/device/338967-31/screenshot/"",",America/New_York,DD FC
338967-32,"""https://us.dunkindonuts.switchboardcms.com/device/338967-32/screenshot/"",",America/New_York,DD FC
338967-33,"""https://us.dunkindonuts.switchboardcms.com/device/338967-33/screenshot/"",",America/New_York,DD FC
338967-34,"""https://us.dunkindonuts.switchboardcms.com/device/338967-34/screenshot/"",",America/New_York,DD FC
338969-107,"""https://us.dunkindonuts.switchboardcms.com/device/338969-107/screenshot/"",",America/Chicago,ODMB
338969-108,"""https://us.dunkindonuts.switchboardcms.com/device/338969-108/screenshot/"",",America/Chicago,ODMB
338971-31,"""https://us.dunkindonuts.switchboardcms.com/device/338971-31/screenshot/"",",America/New_York,DD FC
338971-32,"""https://us.dunkindonuts.switchboardcms.com/device/338971-32/screenshot/"",",America/New_York,DD FC
338971-33,"""https://us.dunkindonuts.switchboardcms.com/device/338971-33/screenshot/"",",America/New_York,DD FC
338971-34,"""https://us.dunkindonuts.switchboardcms.com/device/338971-34/screenshot/"",",America/New_York,DD FC
338981-31,"""https://us.dunkindonuts.switchboardcms.com/device/338981-31/screenshot/"",",America/New_York,DD FC
338981-32,"""https://us.dunkindonuts.switchboardcms.com/device/338981-32/screenshot/"",",America/New_York,DD FC
338981-33,"""https://us.dunkindonuts.switchboardcms.com/device/338981-33/screenshot/"",",America/New_York,DD FC
338987-36,"""https://us.dunkindonuts.switchboardcms.com/device/338987-36/screenshot/"",",America/Chicago,BR FC
338987-37,"""https://us.dunkindonuts.switchboardcms.com/device/338987-37/screenshot/"",",America/Chicago,BR FC
338987-38,"""https://us.dunkindonuts.switchboardcms.com/device/338987-38/screenshot/"",",America/Chicago,BR FC
338987-39,"""https://us.dunkindonuts.switchboardcms.com/device/338987-39/screenshot/"",",America/Chicago,BR FC
338990-34,"""https://us.dunkindonuts.switchboardcms.com/device/338990-34/screenshot/"",",America/New_York,DD FC
339015-31,"""https://us.dunkindonuts.switchboardcms.com/device/339015-31/screenshot/"",",America/New_York,DD FC
339015-32,"""https://us.dunkindonuts.switchboardcms.com/device/339015-32/screenshot/"",",America/New_York,DD FC
339015-33,"""https://us.dunkindonuts.switchboardcms.com/device/339015-33/screenshot/"",",America/New_York,DD FC
339015-34,"""https://us.dunkindonuts.switchboardcms.com/device/339015-34/screenshot/"",",America/New_York,DD FC
339052-31,"""https://us.dunkindonuts.switchboardcms.com/device/339052-31/screenshot/"",",America/New_York,DD FC
339052-32,"""https://us.dunkindonuts.switchboardcms.com/device/339052-32/screenshot/"",",America/New_York,DD FC
339052-33,"""https://us.dunkindonuts.switchboardcms.com/device/339052-33/screenshot/"",",America/New_York,DD FC
339052-34,"""https://us.dunkindonuts.switchboardcms.com/device/339052-34/screenshot/"",",America/New_York,DD FC
339060-107,"""https://us.dunkindonuts.switchboardcms.com/device/339060-107/screenshot/"",",America/New_York,ODMB
339060-108,"""https://us.dunkindonuts.switchboardcms.com/device/339060-108/screenshot/"",",America/New_York,ODMB
339070-107,"""https://us.dunkindonuts.switchboardcms.com/device/339070-107/screenshot/"",",America/Chicago,ODMB
339070-108,"""https://us.dunkindonuts.switchboardcms.com/device/339070-108/screenshot/"",",America/Chicago,ODMB
339071-31,"""https://us.dunkindonuts.switchboardcms.com/device/339071-31/screenshot/"",",America/Chicago,DD FC
339071-32,"""https://us.dunkindonuts.switchboardcms.com/device/339071-32/screenshot/"",",America/Chicago,DD FC
339071-33,"""https://us.dunkindonuts.switchboardcms.com/device/339071-33/screenshot/"",",America/Chicago,DD FC
339071-34,"""https://us.dunkindonuts.switchboardcms.com/device/339071-34/screenshot/"",",America/Chicago,DD FC
339093-31,"""https://us.dunkindonuts.switchboardcms.com/device/339093-31/screenshot/"",",America/New_York,DD FC
339093-32,"""https://us.dunkindonuts.switchboardcms.com/device/339093-32/screenshot/"",",America/New_York,DD FC
339093-33,"""https://us.dunkindonuts.switchboardcms.com/device/339093-33/screenshot/"",",America/New_York,DD FC
339093-34,"""https://us.dunkindonuts.switchboardcms.com/device/339093-34/screenshot/"",",America/New_York,DD FC
339117-31,"""https://us.dunkindonuts.switchboardcms.com/device/339117-31/screenshot/"",",America/New_York,DD FC
339117-32,"""https://us.dunkindonuts.switchboardcms.com/device/339117-32/screenshot/"",",America/New_York,DD FC
339117-33,"""https://us.dunkindonuts.switchboardcms.com/device/339117-33/screenshot/"",",America/New_York,DD FC
339117-34,"""https://us.dunkindonuts.switchboardcms.com/device/339117-34/screenshot/"",",America/New_York,DD FC
339124-107,"""https://us.dunkindonuts.switchboardcms.com/device/339124-107/screenshot/"",",America/New_York,ODMB
339124-108,"""https://us.dunkindonuts.switchboardcms.com/device/339124-108/screenshot/"",",America/New_York,ODMB
339159-107,"""https://us.dunkindonuts.switchboardcms.com/device/339159-107/screenshot/"",",America/New_York,ODMB
339159-108,"""https://us.dunkindonuts.switchboardcms.com/device/339159-108/screenshot/"",",America/New_York,ODMB
339159-30,"""https://us.dunkindonuts.switchboardcms.com/device/339159-30/screenshot/"",",America/New_York,OSB
339159-31,"""https://us.dunkindonuts.switchboardcms.com/device/339159-31/screenshot/"",",America/New_York,DD FC
339159-32,"""https://us.dunkindonuts.switchboardcms.com/device/339159-32/screenshot/"",",America/New_York,DD FC
339159-33,"""https://us.dunkindonuts.switchboardcms.com/device/339159-33/screenshot/"",",America/New_York,DD FC
339159-34,"""https://us.dunkindonuts.switchboardcms.com/device/339159-34/screenshot/"",",America/New_York,DD FC
339162-107,"""https://us.dunkindonuts.switchboardcms.com/device/339162-107/screenshot/"",",America/New_York,ODMB
339162-108,"""https://us.dunkindonuts.switchboardcms.com/device/339162-108/screenshot/"",",America/New_York,ODMB
339162-31,"""https://us.dunkindonuts.switchboardcms.com/device/339162-31/screenshot/"",",America/New_York,DD FC
339162-32,"""https://us.dunkindonuts.switchboardcms.com/device/339162-32/screenshot/"",",America/New_York,DD FC
339162-33,"""https://us.dunkindonuts.switchboardcms.com/device/339162-33/screenshot/"",",America/New_York,DD FC
339162-34,"""https://us.dunkindonuts.switchboardcms.com/device/339162-34/screenshot/"",",America/New_York,DD FC
339233-31,"""https://us.dunkindonuts.switchboardcms.com/device/339233-31/screenshot/"",",America/Chicago,DD FC
339233-32,"""https://us.dunkindonuts.switchboardcms.com/device/339233-32/screenshot/"",",America/Chicago,DD FC
339233-33,"""https://us.dunkindonuts.switchboardcms.com/device/339233-33/screenshot/"",",America/Chicago,DD FC
339233-34,"""https://us.dunkindonuts.switchboardcms.com/device/339233-34/screenshot/"",",America/Chicago,DD FC
339253-36,"""https://us.dunkindonuts.switchboardcms.com/device/339253-36/screenshot/"",",America/Chicago,BR FC
339253-37,"""https://us.dunkindonuts.switchboardcms.com/device/339253-37/screenshot/"",",America/Chicago,BR FC
339253-38,"""https://us.dunkindonuts.switchboardcms.com/device/339253-38/screenshot/"",",America/Chicago,BR FC
339253-39,"""https://us.dunkindonuts.switchboardcms.com/device/339253-39/screenshot/"",",America/Chicago,BR FC
339255-31,"""https://us.dunkindonuts.switchboardcms.com/device/339255-31/screenshot/"",",America/New_York,DD FC
339255-32,"""https://us.dunkindonuts.switchboardcms.com/device/339255-32/screenshot/"",",America/New_York,DD FC
339255-33,"""https://us.dunkindonuts.switchboardcms.com/device/339255-33/screenshot/"",",America/New_York,DD FC
339255-34,"""https://us.dunkindonuts.switchboardcms.com/device/339255-34/screenshot/"",",America/New_York,DD FC
339283-107,"""https://us.dunkindonuts.switchboardcms.com/device/339283-107/screenshot/"",",America/New_York,ODMB
339283-108,"""https://us.dunkindonuts.switchboardcms.com/device/339283-108/screenshot/"",",America/New_York,ODMB
339284-107,"""https://us.dunkindonuts.switchboardcms.com/device/339284-107/screenshot/"",",America/New_York,ODMB
339284-108,"""https://us.dunkindonuts.switchboardcms.com/device/339284-108/screenshot/"",",America/New_York,ODMB
339297-107,"""https://us.dunkindonuts.switchboardcms.com/device/339297-107/screenshot/"",",America/New_York,ODMB
339297-108,"""https://us.dunkindonuts.switchboardcms.com/device/339297-108/screenshot/"",",America/New_York,ODMB
339303-107,"""https://us.dunkindonuts.switchboardcms.com/device/339303-107/screenshot/"",",America/New_York,ODMB
339303-108,"""https://us.dunkindonuts.switchboardcms.com/device/339303-108/screenshot/"",",America/New_York,ODMB
339305-31,"""https://us.dunkindonuts.switchboardcms.com/device/339305-31/screenshot/"",",America/New_York,DD FC
339305-32,"""https://us.dunkindonuts.switchboardcms.com/device/339305-32/screenshot/"",",America/New_York,DD FC
339305-33,"""https://us.dunkindonuts.switchboardcms.com/device/339305-33/screenshot/"",",America/New_York,DD FC
339305-34,"""https://us.dunkindonuts.switchboardcms.com/device/339305-34/screenshot/"",",America/New_York,DD FC
339359-31,"""https://us.dunkindonuts.switchboardcms.com/device/339359-31/screenshot/"",",America/New_York,DD FC
339359-32,"""https://us.dunkindonuts.switchboardcms.com/device/339359-32/screenshot/"",",America/New_York,DD FC
339359-33,"""https://us.dunkindonuts.switchboardcms.com/device/339359-33/screenshot/"",",America/New_York,DD FC
339359-34,"""https://us.dunkindonuts.switchboardcms.com/device/339359-34/screenshot/"",",America/New_York,DD FC
339373-107,"""https://us.dunkindonuts.switchboardcms.com/device/339373-107/screenshot/"",",America/New_York,ODMB
339373-108,"""https://us.dunkindonuts.switchboardcms.com/device/339373-108/screenshot/"",",America/New_York,ODMB
339386-107,"""https://us.dunkindonuts.switchboardcms.com/device/339386-107/screenshot/"",",America/New_York,ODMB
339386-108,"""https://us.dunkindonuts.switchboardcms.com/device/339386-108/screenshot/"",",America/New_York,ODMB
339396-31,"""https://us.dunkindonuts.switchboardcms.com/device/339396-31/screenshot/"",",America/New_York,DD FC
339396-32,"""https://us.dunkindonuts.switchboardcms.com/device/339396-32/screenshot/"",",America/New_York,DD FC
339396-33,"""https://us.dunkindonuts.switchboardcms.com/device/339396-33/screenshot/"",",America/New_York,DD FC
339396-34,"""https://us.dunkindonuts.switchboardcms.com/device/339396-34/screenshot/"",",America/New_York,DD FC
339410-31,"""https://us.dunkindonuts.switchboardcms.com/device/339410-31/screenshot/"",",America/New_York,DD FC
339410-32,"""https://us.dunkindonuts.switchboardcms.com/device/339410-32/screenshot/"",",America/New_York,DD FC
339410-33,"""https://us.dunkindonuts.switchboardcms.com/device/339410-33/screenshot/"",",America/New_York,DD FC
339410-34,"""https://us.dunkindonuts.switchboardcms.com/device/339410-34/screenshot/"",",America/New_York,DD FC
339414-31,"""https://us.dunkindonuts.switchboardcms.com/device/339414-31/screenshot/"",",America/New_York,DD FC
339414-32,"""https://us.dunkindonuts.switchboardcms.com/device/339414-32/screenshot/"",",America/New_York,DD FC
339414-33,"""https://us.dunkindonuts.switchboardcms.com/device/339414-33/screenshot/"",",America/New_York,DD FC
339414-34,"""https://us.dunkindonuts.switchboardcms.com/device/339414-34/screenshot/"",",America/New_York,DD FC
339425-31,"""https://us.dunkindonuts.switchboardcms.com/device/339425-31/screenshot/"",",America/Chicago,DD FC
339425-32,"""https://us.dunkindonuts.switchboardcms.com/device/339425-32/screenshot/"",",America/Chicago,DD FC
339425-33,"""https://us.dunkindonuts.switchboardcms.com/device/339425-33/screenshot/"",",America/Chicago,DD FC
339425-34,"""https://us.dunkindonuts.switchboardcms.com/device/339425-34/screenshot/"",",America/Chicago,DD FC
339434-31,"""https://us.dunkindonuts.switchboardcms.com/device/339434-31/screenshot/"",",America/New_York,DD FC
339434-32,"""https://us.dunkindonuts.switchboardcms.com/device/339434-32/screenshot/"",",America/New_York,DD FC
339434-33,"""https://us.dunkindonuts.switchboardcms.com/device/339434-33/screenshot/"",",America/New_York,DD FC
339434-34,"""https://us.dunkindonuts.switchboardcms.com/device/339434-34/screenshot/"",",America/New_York,DD FC
339435-107,"""https://us.dunkindonuts.switchboardcms.com/device/339435-107/screenshot/"",",America/New_York,ODMB
339435-108,"""https://us.dunkindonuts.switchboardcms.com/device/339435-108/screenshot/"",",America/New_York,ODMB
339437-107,"""https://us.dunkindonuts.switchboardcms.com/device/339437-107/screenshot/"",",America/New_York,ODMB
339437-108,"""https://us.dunkindonuts.switchboardcms.com/device/339437-108/screenshot/"",",America/New_York,ODMB
339457-107,"""https://us.dunkindonuts.switchboardcms.com/device/339457-107/screenshot/"",",America/New_York,ODMB
339457-108,"""https://us.dunkindonuts.switchboardcms.com/device/339457-108/screenshot/"",",America/New_York,ODMB
339457-31,"""https://us.dunkindonuts.switchboardcms.com/device/339457-31/screenshot/"",",America/New_York,DD FC
339457-32,"""https://us.dunkindonuts.switchboardcms.com/device/339457-32/screenshot/"",",America/New_York,DD FC
339457-33,"""https://us.dunkindonuts.switchboardcms.com/device/339457-33/screenshot/"",",America/New_York,DD FC
339457-34,"""https://us.dunkindonuts.switchboardcms.com/device/339457-34/screenshot/"",",America/New_York,DD FC
339458-107,"""https://us.dunkindonuts.switchboardcms.com/device/339458-107/screenshot/"",",America/New_York,ODMB
339458-108,"""https://us.dunkindonuts.switchboardcms.com/device/339458-108/screenshot/"",",America/New_York,ODMB
339472-107,"""https://us.dunkindonuts.switchboardcms.com/device/339472-107/screenshot/"",",America/New_York,ODMB
339472-107,"""https://us.dunkindonuts.switchboardcms.com/device/339472-107/screenshot/"",",America/New_York,ODMB
339472-108,"""https://us.dunkindonuts.switchboardcms.com/device/339472-108/screenshot/"",",America/New_York,ODMB
339481-107,"""https://us.dunkindonuts.switchboardcms.com/device/339481-107/screenshot/"",",America/New_York,ODMB
339481-108,"""https://us.dunkindonuts.switchboardcms.com/device/339481-108/screenshot/"",",America/New_York,ODMB
339481-31,"""https://us.dunkindonuts.switchboardcms.com/device/339481-31/screenshot/"",",America/New_York,DD FC
339481-32,"""https://us.dunkindonuts.switchboardcms.com/device/339481-32/screenshot/"",",America/New_York,DD FC
339481-33,"""https://us.dunkindonuts.switchboardcms.com/device/339481-33/screenshot/"",",America/New_York,DD FC
339481-34,"""https://us.dunkindonuts.switchboardcms.com/device/339481-34/screenshot/"",",America/New_York,DD FC
339529-31,"""https://us.dunkindonuts.switchboardcms.com/device/339529-31/screenshot/"",",America/New_York,DD FC
339529-32,"""https://us.dunkindonuts.switchboardcms.com/device/339529-32/screenshot/"",",America/New_York,DD FC
339529-33,"""https://us.dunkindonuts.switchboardcms.com/device/339529-33/screenshot/"",",America/New_York,DD FC
339529-34,"""https://us.dunkindonuts.switchboardcms.com/device/339529-34/screenshot/"",",America/New_York,DD FC
339553-31,"""https://us.dunkindonuts.switchboardcms.com/device/339553-31/screenshot/"",",America/Chicago,DD FC
339553-32,"""https://us.dunkindonuts.switchboardcms.com/device/339553-32/screenshot/"",",America/Chicago,DD FC
339553-33,"""https://us.dunkindonuts.switchboardcms.com/device/339553-33/screenshot/"",",America/Chicago,DD FC
339553-34,"""https://us.dunkindonuts.switchboardcms.com/device/339553-34/screenshot/"",",America/Chicago,DD FC
339570-31,"""https://us.dunkindonuts.switchboardcms.com/device/339570-31/screenshot/"",",America/New_York,DD FC
339570-32,"""https://us.dunkindonuts.switchboardcms.com/device/339570-32/screenshot/"",",America/New_York,DD FC
339570-33,"""https://us.dunkindonuts.switchboardcms.com/device/339570-33/screenshot/"",",America/New_York,DD FC
339570-34,"""https://us.dunkindonuts.switchboardcms.com/device/339570-34/screenshot/"",",America/New_York,DD FC
339573-31,"""https://us.dunkindonuts.switchboardcms.com/device/339573-31/screenshot/"",",America/New_York,DD FC
339573-32,"""https://us.dunkindonuts.switchboardcms.com/device/339573-32/screenshot/"",",America/New_York,DD FC
339573-33,"""https://us.dunkindonuts.switchboardcms.com/device/339573-33/screenshot/"",",America/New_York,DD FC
339573-34,"""https://us.dunkindonuts.switchboardcms.com/device/339573-34/screenshot/"",",America/New_York,DD FC
339598-31,"""https://us.dunkindonuts.switchboardcms.com/device/339598-31/screenshot/"",",America/New_York,DD FC
339598-32,"""https://us.dunkindonuts.switchboardcms.com/device/339598-32/screenshot/"",",America/New_York,DD FC
339598-33,"""https://us.dunkindonuts.switchboardcms.com/device/339598-33/screenshot/"",",America/New_York,DD FC
339598-34,"""https://us.dunkindonuts.switchboardcms.com/device/339598-34/screenshot/"",",America/New_York,DD FC
339602-107,"""https://us.dunkindonuts.switchboardcms.com/device/339602-107/screenshot/"",",America/New_York,ODMB
339602-108,"""https://us.dunkindonuts.switchboardcms.com/device/339602-108/screenshot/"",",America/New_York,ODMB
339602-31,"""https://us.dunkindonuts.switchboardcms.com/device/339602-31/screenshot/"",",America/New_York,DD FC
339602-32,"""https://us.dunkindonuts.switchboardcms.com/device/339602-32/screenshot/"",",America/New_York,DD FC
339602-33,"""https://us.dunkindonuts.switchboardcms.com/device/339602-33/screenshot/"",",America/New_York,DD FC
339602-34,"""https://us.dunkindonuts.switchboardcms.com/device/339602-34/screenshot/"",",America/New_York,DD FC
339623-107,"""https://us.dunkindonuts.switchboardcms.com/device/339623-107/screenshot/"",",America/New_York,ODMB
339623-108,"""https://us.dunkindonuts.switchboardcms.com/device/339623-108/screenshot/"",",America/New_York,ODMB
339645-31,"""https://us.dunkindonuts.switchboardcms.com/device/339645-31/screenshot/"",",America/New_York,DD FC
339645-32,"""https://us.dunkindonuts.switchboardcms.com/device/339645-32/screenshot/"",",America/New_York,DD FC
339645-33,"""https://us.dunkindonuts.switchboardcms.com/device/339645-33/screenshot/"",",America/New_York,DD FC
339645-34,"""https://us.dunkindonuts.switchboardcms.com/device/339645-34/screenshot/"",",America/New_York,DD FC
339651-31,"""https://us.dunkindonuts.switchboardcms.com/device/339651-31/screenshot/"",",America/New_York,DD FC
339651-32,"""https://us.dunkindonuts.switchboardcms.com/device/339651-32/screenshot/"",",America/New_York,DD FC
339651-33,"""https://us.dunkindonuts.switchboardcms.com/device/339651-33/screenshot/"",",America/New_York,DD FC
339651-34,"""https://us.dunkindonuts.switchboardcms.com/device/339651-34/screenshot/"",",America/New_York,DD FC
339666-107,"""https://us.dunkindonuts.switchboardcms.com/device/339666-107/screenshot/"",",America/New_York,ODMB
339666-108,"""https://us.dunkindonuts.switchboardcms.com/device/339666-108/screenshot/"",",America/New_York,ODMB
339678-107,"""https://us.dunkindonuts.switchboardcms.com/device/339678-107/screenshot/"",",America/New_York,ODMB
339678-108,"""https://us.dunkindonuts.switchboardcms.com/device/339678-108/screenshot/"",",America/New_York,ODMB
339678-31,"""https://us.dunkindonuts.switchboardcms.com/device/339678-31/screenshot/"",",America/New_York,DD FC
